id,name,brand,category,price,embedding_text
345,Reebok Profesyonel Koşu Plus,Reebok,Koşu Ayakkabısı,3340.0,"Reebok Profesyonel Koşu Plus. Marka: Reebok. Kategori: Koşu Ayakkabısı. Reebok Profesyonel Koşu Plus, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, yastıklı taban, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, yastıklı taban, karbon plaka, yüksek koşu verimi. Fiyat: 3340.0 TL. Sezon: yazlık. Renk: Turuncu. Cinsiyet: erkek."
346,Under Armour Comfort Koşu Plus,Under Armour,Koşu Ayakkabısı,2080.0,"Under Armour Comfort Koşu Plus. Marka: Under Armour. Kategori: Koşu Ayakkabısı. Under Armour Comfort Koşu Plus, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek koşu verimi, karbon plaka. Fiyat: 2080.0 TL. Sezon: 4 mevsim. Renk: Beyaz. Cinsiyet: unisex."
349,Salomon Profesyonel Spor X,Salomon,Spor Tişört,390.0,"Salomon Profesyonel Spor X. Marka: Salomon. Kategori: Spor Tişört. Salomon Profesyonel Spor X, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, elastik, antimikrobiyal. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, elastik, antimikrobiyal, nem emici, reflektif bant. Fiyat: 390.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: erkek."
351,Columbia Profesyonel Spor X,Columbia,Spor Ayakkabı,320.0,"Columbia Profesyonel Spor X. Marka: Columbia. Kategori: Spor Ayakkabı. Columbia Profesyonel Spor X, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, amortisörlü, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek taban, amortisörlü, su geçirmez, ortopedik. Fiyat: 320.0 TL. Sezon: 4 mevsim. Renk: Siyah. Cinsiyet: unisex."
352,Skechers Ultra Spor X,Skechers,Spor Şort,130.0,"Skechers Ultra Spor X. Marka: Skechers. Kategori: Spor Şort. Skechers Ultra Spor X, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, geniş kesim, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: dar kesim, geniş kesim, hafif, esnek bel. Fiyat: 130.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: erkek."
354,Adidas Air Koşu Lite,Adidas,Koşu Ayakkabısı,4260.0,"Adidas Air Koşu Lite. Marka: Adidas. Kategori: Koşu Ayakkabısı. Adidas Air Koşu Lite, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yastıklı taban, hafif, yüksek koşu verimi. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yastıklı taban, hafif, yüksek koşu verimi. Fiyat: 4260.0 TL. Sezon: yazlık. Renk: Lacivert. Cinsiyet: kadın."
355,Under Armour Profesyonel Spor 3.0,Under Armour,Spor Ayakkabı,790.0,"Under Armour Profesyonel Spor 3.0. Marka: Under Armour. Kategori: Spor Ayakkabı. Under Armour Profesyonel Spor 3.0, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nefes alan, su geçirmez. Fiyat: 790.0 TL. Sezon: 4 mevsim. Renk: Mavi. Cinsiyet: erkek."
356,Under Armour Comfort Koşu Lite,Under Armour,Koşu Ayakkabısı,2960.0,"Under Armour Comfort Koşu Lite. Marka: Under Armour. Kategori: Koşu Ayakkabısı. Under Armour Comfort Koşu Lite, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: karbon plaka, yastıklı taban, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: karbon plaka, yastıklı taban, hafif. Fiyat: 2960.0 TL. Sezon: 4 mevsim. Renk: Beyaz. Cinsiyet: erkek."
357,Reebok Air Spor Plus,Reebok,Spor Tişört,770.0,"Reebok Air Spor Plus. Marka: Reebok. Kategori: Spor Tişört. Reebok Air Spor Plus, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, hafif, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: antimikrobiyal, hafif, hızlı kuruyan, nem emici. Fiyat: 770.0 TL. Sezon: 4 mevsim. Renk: Yeşil. Cinsiyet: kadın."
358,Asics Speed Koşu Max,Asics,Koşu Ayakkabısı,2810.0,"Asics Speed Koşu Max. Marka: Asics. Kategori: Koşu Ayakkabısı. Asics Speed Koşu Max, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yastıklı taban, nefes alan, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yastıklı taban, nefes alan, hafif, karbon plaka, geniş burun. Fiyat: 2810.0 TL. Sezon: 4 mevsim. Renk: Siyah. Cinsiyet: erkek."
362,New Balance Profesyonel Spor Boost,New Balance,Spor Ayakkabı,2370.0,"New Balance Profesyonel Spor Boost. Marka: New Balance. Kategori: Spor Ayakkabı. New Balance Profesyonel Spor Boost, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek taban, nefes alan. Fiyat: 2370.0 TL. Sezon: yazlık. Renk: Turuncu. Cinsiyet: erkek."
364,Reebok Elite Koşu Max,Reebok,Koşu Ayakkabısı,1700.0,"Reebok Elite Koşu Max. Marka: Reebok. Kategori: Koşu Ayakkabısı. Reebok Elite Koşu Max, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: karbon plaka, geniş burun, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: karbon plaka, geniş burun, yastıklı taban, amortisörlü, yüksek koşu verimi. Fiyat: 1700.0 TL. Sezon: 4 mevsim. Renk: Beyaz. Cinsiyet: unisex."
365,New Balance Speed Koşu V2,New Balance,Koşu Ayakkabısı,4820.0,"New Balance Speed Koşu V2. Marka: New Balance. Kategori: Koşu Ayakkabısı. New Balance Speed Koşu V2, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, geniş burun, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: amortisörlü, geniş burun, nefes alan, karbon plaka. Fiyat: 4820.0 TL. Sezon: 4 mevsim. Renk: Yeşil. Cinsiyet: unisex."
368,Columbia Profesyonel Spor Max,Columbia,Spor Ayakkabı,800.0,"Columbia Profesyonel Spor Max. Marka: Columbia. Kategori: Spor Ayakkabı. Columbia Profesyonel Spor Max, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: su geçirmez, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: su geçirmez, kaymaz taban. Fiyat: 800.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: erkek."
369,Adidas Air Spor V2,Adidas,Spor Tişört,220.0,"Adidas Air Spor V2. Marka: Adidas. Kategori: Spor Tişört. Adidas Air Spor V2, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, nem emici, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: elastik, nem emici, hızlı kuruyan, hafif, reflektif bant. Fiyat: 220.0 TL. Sezon: 4 mevsim. Renk: Lacivert. Cinsiyet: unisex."
371,Under Armour Profesyonel Spor Boost,Under Armour,Spor Şort,720.0,"Under Armour Profesyonel Spor Boost. Marka: Under Armour. Kategori: Spor Şort. Under Armour Profesyonel Spor Boost, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, dar kesim, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: geniş kesim, dar kesim, fermuarlı cep, hızlı kuruyan. Fiyat: 720.0 TL. Sezon: yazlık. Renk: Kırmızı. Cinsiyet: kadın."
372,Columbia Pro Spor Plus,Columbia,Spor Ayakkabı,1970.0,"Columbia Pro Spor Plus. Marka: Columbia. Kategori: Spor Ayakkabı. Columbia Pro Spor Plus, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, hafif, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: ortopedik, hafif, terletmeyen. Fiyat: 1970.0 TL. Sezon: 4 mevsim. Renk: Gri. Cinsiyet: unisex."
375,Columbia Elite Spor Max,Columbia,Spor Şort,610.0,"Columbia Elite Spor Max. Marka: Columbia. Kategori: Spor Şort. Columbia Elite Spor Max, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, geniş kesim, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hızlı kuruyan, geniş kesim, hafif, dar kesim, fermuarlı cep. Fiyat: 610.0 TL. Sezon: yazlık. Renk: Turuncu. Cinsiyet: unisex."
377,Nike Pro Koşu 3.0,Nike,Koşu Ayakkabısı,2070.0,"Nike Pro Koşu 3.0. Marka: Nike. Kategori: Koşu Ayakkabısı. Nike Pro Koşu 3.0, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: karbon plaka, geniş burun, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: karbon plaka, geniş burun, nefes alan. Fiyat: 2070.0 TL. Sezon: yazlık. Renk: Mor. Cinsiyet: erkek."
378,Skechers Comfort Koşu Plus,Skechers,Koşu Ayakkabısı,2340.0,"Skechers Comfort Koşu Plus. Marka: Skechers. Kategori: Koşu Ayakkabısı. Skechers Comfort Koşu Plus, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, geniş burun, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek koşu verimi, geniş burun, hafif. Fiyat: 2340.0 TL. Sezon: yazlık. Renk: Sarı. Cinsiyet: unisex."
379,Columbia Profesyonel Spor V2,Columbia,Spor Ayakkabı,680.0,"Columbia Profesyonel Spor V2. Marka: Columbia. Kategori: Spor Ayakkabı. Columbia Profesyonel Spor V2, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek taban, nefes alan. Fiyat: 680.0 TL. Sezon: kışlık. Renk: Siyah. Cinsiyet: unisex."
380,Under Armour Elite Spor V2,Under Armour,Spor Ayakkabı,3430.0,"Under Armour Elite Spor V2. Marka: Under Armour. Kategori: Spor Ayakkabı. Under Armour Elite Spor V2, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, nefes alan, ortopedik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: terletmeyen, nefes alan, ortopedik, su geçirmez, yüksek taban. Fiyat: 3430.0 TL. Sezon: kışlık. Renk: Beyaz. Cinsiyet: erkek."
383,Nike Profesyonel Koşu Boost,Nike,Koşu Ayakkabısı,3190.0,"Nike Profesyonel Koşu Boost. Marka: Nike. Kategori: Koşu Ayakkabısı. Nike Profesyonel Koşu Boost, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, amortisörlü, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek koşu verimi, amortisörlü, hafif, karbon plaka, yastıklı taban. Fiyat: 3190.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: kadın."
384,Adidas Air Koşu V2,Adidas,Koşu Ayakkabısı,4910.0,"Adidas Air Koşu V2. Marka: Adidas. Kategori: Koşu Ayakkabısı. Adidas Air Koşu V2, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, karbon plaka, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nefes alan, karbon plaka, amortisörlü, hafif. Fiyat: 4910.0 TL. Sezon: 4 mevsim. Renk: Gri. Cinsiyet: unisex."
386,Salomon Pro Koşu Plus,Salomon,Koşu Ayakkabısı,4710.0,"Salomon Pro Koşu Plus. Marka: Salomon. Kategori: Koşu Ayakkabısı. Salomon Pro Koşu Plus, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, geniş burun, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek koşu verimi, geniş burun, yastıklı taban. Fiyat: 4710.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: kadın."
387,New Balance Elite Spor 3.0,New Balance,Spor Tişört,990.0,"New Balance Elite Spor 3.0. Marka: New Balance. Kategori: Spor Tişört. New Balance Elite Spor 3.0, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, elastik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: UV korumalı, elastik. Fiyat: 990.0 TL. Sezon: yazlık. Renk: Kırmızı. Cinsiyet: erkek."
389,Reebok Pro Koşu X,Reebok,Koşu Ayakkabısı,4630.0,"Reebok Pro Koşu X. Marka: Reebok. Kategori: Koşu Ayakkabısı. Reebok Pro Koşu X, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, hafif, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nefes alan, hafif, amortisörlü, yastıklı taban, geniş burun. Fiyat: 4630.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: erkek."
390,New Balance Ultra Spor 3.0,New Balance,Spor Tişört,650.0,"New Balance Ultra Spor 3.0. Marka: New Balance. Kategori: Spor Tişört. New Balance Ultra Spor 3.0, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nem emici, antimikrobiyal, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nem emici, antimikrobiyal, hafif, reflektif bant. Fiyat: 650.0 TL. Sezon: 4 mevsim. Renk: Siyah. Cinsiyet: kadın."
392,Adidas Profesyonel Koşu Lite,Adidas,Koşu Ayakkabısı,930.0,"Adidas Profesyonel Koşu Lite. Marka: Adidas. Kategori: Koşu Ayakkabısı. Adidas Profesyonel Koşu Lite, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: amortisörlü, yastıklı taban. Fiyat: 930.0 TL. Sezon: 4 mevsim. Renk: Yeşil. Cinsiyet: kadın."
393,Columbia Pro Koşu Max,Columbia,Koşu Ayakkabısı,4570.0,"Columbia Pro Koşu Max. Marka: Columbia. Kategori: Koşu Ayakkabısı. Columbia Pro Koşu Max, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yastıklı taban, yüksek koşu verimi, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yastıklı taban, yüksek koşu verimi, geniş burun. Fiyat: 4570.0 TL. Sezon: yazlık. Renk: Kırmızı. Cinsiyet: unisex."
394,Columbia Comfort Koşu Boost,Columbia,Koşu Ayakkabısı,3210.0,"Columbia Comfort Koşu Boost. Marka: Columbia. Kategori: Koşu Ayakkabısı. Columbia Comfort Koşu Boost, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, amortisörlü, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, amortisörlü, geniş burun, karbon plaka. Fiyat: 3210.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: kadın."
395,New Balance Comfort Spor V2,New Balance,Spor Tişört,660.0,"New Balance Comfort Spor V2. Marka: New Balance. Kategori: Spor Tişört. New Balance Comfort Spor V2, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: UV korumalı, hızlı kuruyan. Fiyat: 660.0 TL. Sezon: 4 mevsim. Renk: Turuncu. Cinsiyet: unisex."
399,Adidas Profesyonel Koşu V2,Adidas,Koşu Ayakkabısı,1930.0,"Adidas Profesyonel Koşu V2. Marka: Adidas. Kategori: Koşu Ayakkabısı. Adidas Profesyonel Koşu V2, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, karbon plaka, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek koşu verimi, karbon plaka, geniş burun. Fiyat: 1930.0 TL. Sezon: 4 mevsim. Renk: Mavi. Cinsiyet: unisex."
400,New Balance Comfort Koşu X,New Balance,Koşu Ayakkabısı,2180.0,"New Balance Comfort Koşu X. Marka: New Balance. Kategori: Koşu Ayakkabısı. New Balance Comfort Koşu X, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, geniş burun, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek koşu verimi, geniş burun, amortisörlü, yastıklı taban, nefes alan. Fiyat: 2180.0 TL. Sezon: 4 mevsim. Renk: Mor. Cinsiyet: unisex."
401,New Balance Elite Spor Boost,New Balance,Spor Tişört,280.0,"New Balance Elite Spor Boost. Marka: New Balance. Kategori: Spor Tişört. New Balance Elite Spor Boost, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, hızlı kuruyan, UV korumalı. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: elastik, hızlı kuruyan, UV korumalı. Fiyat: 280.0 TL. Sezon: 4 mevsim. Renk: Sarı. Cinsiyet: kadın."
402,Skechers Speed Spor Max,Skechers,Spor Ayakkabı,1310.0,"Skechers Speed Spor Max. Marka: Skechers. Kategori: Spor Ayakkabı. Skechers Speed Spor Max, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, yüksek taban, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nefes alan, yüksek taban, amortisörlü, kaymaz taban. Fiyat: 1310.0 TL. Sezon: kışlık. Renk: Turuncu. Cinsiyet: kadın."
404,Under Armour Air Spor Plus,Under Armour,Spor Şort,610.0,"Under Armour Air Spor Plus. Marka: Under Armour. Kategori: Spor Şort. Under Armour Air Spor Plus, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, esnek bel, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: geniş kesim, esnek bel, hafif, hızlı kuruyan, dar kesim. Fiyat: 610.0 TL. Sezon: yazlık. Renk: Kırmızı. Cinsiyet: erkek."
409,Columbia Comfort Spor Lite,Columbia,Spor Tişört,840.0,"Columbia Comfort Spor Lite. Marka: Columbia. Kategori: Spor Tişört. Columbia Comfort Spor Lite, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, hızlı kuruyan, nem emici. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: UV korumalı, hızlı kuruyan, nem emici, antimikrobiyal, elastik. Fiyat: 840.0 TL. Sezon: yazlık. Renk: Sarı. Cinsiyet: kadın."
411,New Balance Elite Spor Plus,New Balance,Spor Ayakkabı,1610.0,"New Balance Elite Spor Plus. Marka: New Balance. Kategori: Spor Ayakkabı. New Balance Elite Spor Plus, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: kaymaz taban, terletmeyen. Fiyat: 1610.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: unisex."
412,Adidas Comfort Spor V2,Adidas,Spor Şort,560.0,"Adidas Comfort Spor V2. Marka: Adidas. Kategori: Spor Şort. Adidas Comfort Spor V2, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, hafif, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: dar kesim, hafif, geniş kesim, fermuarlı cep. Fiyat: 560.0 TL. Sezon: yazlık. Renk: Mor. Cinsiyet: erkek."
415,Under Armour Pro Spor Max,Under Armour,Spor Ayakkabı,980.0,"Under Armour Pro Spor Max. Marka: Under Armour. Kategori: Spor Ayakkabı. Under Armour Pro Spor Max, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, ortopedik, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek taban, ortopedik, amortisörlü. Fiyat: 980.0 TL. Sezon: kışlık. Renk: Kırmızı. Cinsiyet: erkek."
416,Salomon Pro Spor X,Salomon,Spor Şort,790.0,"Salomon Pro Spor X. Marka: Salomon. Kategori: Spor Şort. Salomon Pro Spor X, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: fermuarlı cep, hafif. Fiyat: 790.0 TL. Sezon: yazlık. Renk: Turuncu. Cinsiyet: unisex."
418,Reebok Air Spor V2,Reebok,Spor Tişört,320.0,"Reebok Air Spor V2. Marka: Reebok. Kategori: Spor Tişört. Reebok Air Spor V2, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nem emici, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nem emici, hızlı kuruyan. Fiyat: 320.0 TL. Sezon: 4 mevsim. Renk: Gri. Cinsiyet: kadın."
421,Salomon Elite Spor Lite,Salomon,Spor Şort,220.0,"Salomon Elite Spor Lite. Marka: Salomon. Kategori: Spor Şort. Salomon Elite Spor Lite, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, hafif, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hızlı kuruyan, hafif, esnek bel. Fiyat: 220.0 TL. Sezon: yazlık. Renk: Yeşil. Cinsiyet: kadın."
423,Reebok Comfort Koşu 3.0,Reebok,Koşu Ayakkabısı,4690.0,"Reebok Comfort Koşu 3.0. Marka: Reebok. Kategori: Koşu Ayakkabısı. Reebok Comfort Koşu 3.0, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, hafif, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nefes alan, hafif, amortisörlü, yastıklı taban, karbon plaka. Fiyat: 4690.0 TL. Sezon: yazlık. Renk: Yeşil. Cinsiyet: erkek."
424,New Balance Ultra Koşu Plus,New Balance,Koşu Ayakkabısı,1670.0,"New Balance Ultra Koşu Plus. Marka: New Balance. Kategori: Koşu Ayakkabısı. New Balance Ultra Koşu Plus, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek koşu verimi, hafif. Fiyat: 1670.0 TL. Sezon: yazlık. Renk: Lacivert. Cinsiyet: unisex."
426,Nike Ultra Spor Boost,Nike,Spor Şort,610.0,"Nike Ultra Spor Boost. Marka: Nike. Kategori: Spor Şort. Nike Ultra Spor Boost, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, dar kesim, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: esnek bel, dar kesim, geniş kesim, hızlı kuruyan, fermuarlı cep. Fiyat: 610.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: unisex."
428,Skechers Elite Spor Lite,Skechers,Spor Tişört,820.0,"Skechers Elite Spor Lite. Marka: Skechers. Kategori: Spor Tişört. Skechers Elite Spor Lite, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nem emici, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nem emici, hafif. Fiyat: 820.0 TL. Sezon: 4 mevsim. Renk: Sarı. Cinsiyet: erkek."
430,New Balance Pro Spor Plus,New Balance,Spor Şort,710.0,"New Balance Pro Spor Plus. Marka: New Balance. Kategori: Spor Şort. New Balance Pro Spor Plus, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, hafif, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: geniş kesim, hafif, fermuarlı cep, esnek bel, dar kesim. Fiyat: 710.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: unisex."
