id,name,brand,category,description,price,original_price,stock_quantity,gender,season,color,sizes,features,rating,review_count,is_active
400,New Balance Comfort Koşu X,New Balance,Koşu Ayakkabısı,"New Balance Comfort Koşu X, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, geniş burun, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2180.0,2180.0,45,unisex,4 mevsim,Mor,"[""36"", ""38"", ""39"", ""40"", ""41"", ""43"", ""44"", ""45""]","[""y\u00fcksek ko\u015fu verimi"", ""geni\u015f burun"", ""amortis\u00f6rl\u00fc"", ""yast\u0131kl\u0131 taban"", ""nefes alan""]",3.6,191,True
401,New Balance Elite Spor Boost,New Balance,Spor Tişört,"New Balance Elite Spor Boost, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, hızlı kuruyan, UV korumalı. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",280.0,280.0,65,kadın,4 mevsim,Sarı,"[""L"", ""M"", ""XS"", ""XXL""]","[""elastik"", ""h\u0131zl\u0131 kuruyan"", ""UV korumal\u0131""]",4.1,68,True
402,Skechers Speed Spor Max,Skechers,Spor Ayakkabı,"Skechers Speed Spor Max, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, yüksek taban, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1310.0,1310.0,45,kadın,kışlık,Turuncu,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""43"", ""44"", ""45""]","[""nefes alan"", ""y\u00fcksek taban"", ""amortis\u00f6rl\u00fc"", ""kaymaz taban""]",3.9,135,True
403,Adidas Profesyonel Spor 3.0,Adidas,Spor Ayakkabı,"Adidas Profesyonel Spor 3.0, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1100.0,1100.0,196,unisex,yazlık,Mavi,"[""36"", ""38"", ""40"", ""44"", ""45""]","[""y\u00fcksek taban"", ""su ge\u00e7irmez""]",4.4,140,True
404,Under Armour Air Spor Plus,Under Armour,Spor Şort,"Under Armour Air Spor Plus, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, esnek bel, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",610.0,730.0,150,erkek,yazlık,Kırmızı,"[""L"", ""M"", ""S"", ""XS"", ""XXL""]","[""geni\u015f kesim"", ""esnek bel"", ""hafif"", ""h\u0131zl\u0131 kuruyan"", ""dar kesim""]",4.6,387,True
405,Reebok Air Spor Lite,Reebok,Spor Tişört,"Reebok Air Spor Lite, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, elastik, antimikrobiyal. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",410.0,410.0,127,unisex,yazlık,Lacivert,"[""L"", ""M"", ""S"", ""XL"", ""XXL""]","[""h\u0131zl\u0131 kuruyan"", ""elastik"", ""antimikrobiyal"", ""nem emici"", ""hafif""]",4.6,427,True
406,Under Armour Speed Spor X,Under Armour,Spor Şort,"Under Armour Speed Spor X, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",740.0,740.0,100,unisex,yazlık,Sarı,"[""L"", ""S"", ""XL"", ""XS"", ""XXL""]","[""fermuarl\u0131 cep"", ""dar kesim""]",5.0,104,True
407,Under Armour Speed Spor Plus,Under Armour,Spor Ayakkabı,"Under Armour Speed Spor Plus, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, amortisörlü, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1860.0,2100.0,98,erkek,yazlık,Sarı,"[""36"", ""37"", ""38"", ""40"", ""43"", ""44""]","[""hafif"", ""amortis\u00f6rl\u00fc"", ""terletmeyen"", ""ortopedik""]",3.6,119,True
408,Puma Pro Spor Boost,Puma,Spor Ayakkabı,"Puma Pro Spor Boost, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, hafif, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1540.0,1540.0,52,unisex,kışlık,Beyaz,"[""38"", ""40"", ""42"", ""43"", ""44"", ""45""]","[""nefes alan"", ""hafif"", ""terletmeyen"", ""amortis\u00f6rl\u00fc"", ""y\u00fcksek taban""]",3.3,105,True
409,Columbia Comfort Spor Lite,Columbia,Spor Tişört,"Columbia Comfort Spor Lite, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, hızlı kuruyan, nem emici. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",840.0,840.0,145,kadın,yazlık,Sarı,"[""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""UV korumal\u0131"", ""h\u0131zl\u0131 kuruyan"", ""nem emici"", ""antimikrobiyal"", ""elastik""]",4.8,235,True
410,Asics Elite Spor Max,Asics,Spor Şort,"Asics Elite Spor Max, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, fermuarlı cep, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",740.0,980.0,100,kadın,yazlık,Yeşil,"[""L"", ""M"", ""S"", ""XL""]","[""hafif"", ""fermuarl\u0131 cep"", ""geni\u015f kesim""]",4.4,22,True
411,New Balance Elite Spor Plus,New Balance,Spor Ayakkabı,"New Balance Elite Spor Plus, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1610.0,1900.0,11,unisex,yazlık,Mavi,"[""36"", ""37"", ""38"", ""39"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""kaymaz taban"", ""terletmeyen""]",3.9,37,True
412,Adidas Comfort Spor V2,Adidas,Spor Şort,"Adidas Comfort Spor V2, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, hafif, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",560.0,560.0,112,erkek,yazlık,Mor,"[""L"", ""M"", ""S"", ""XS"", ""XXL""]","[""dar kesim"", ""hafif"", ""geni\u015f kesim"", ""fermuarl\u0131 cep""]",3.3,420,True
413,Asics Profesyonel Spor Max,Asics,Spor Tişört,"Asics Profesyonel Spor Max, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, nem emici, antimikrobiyal. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",330.0,450.0,55,kadın,4 mevsim,Lacivert,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""h\u0131zl\u0131 kuruyan"", ""nem emici"", ""antimikrobiyal"", ""UV korumal\u0131"", ""reflektif bant""]",3.9,24,True
414,Salomon Profesyonel Spor X,Salomon,Spor Ayakkabı,"Salomon Profesyonel Spor X, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, hafif, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",390.0,560.0,174,erkek,yazlık,Yeşil,"[""36"", ""38"", ""39"", ""45""]","[""y\u00fcksek taban"", ""hafif"", ""su ge\u00e7irmez"", ""nefes alan"", ""ortopedik""]",4.3,112,True
415,Under Armour Pro Spor Max,Under Armour,Spor Ayakkabı,"Under Armour Pro Spor Max, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, ortopedik, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",980.0,980.0,44,erkek,kışlık,Kırmızı,"[""36"", ""37"", ""39"", ""42"", ""43"", ""45""]","[""y\u00fcksek taban"", ""ortopedik"", ""amortis\u00f6rl\u00fc""]",3.0,334,True
416,Salomon Pro Spor X,Salomon,Spor Şort,"Salomon Pro Spor X, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",790.0,1040.0,145,unisex,yazlık,Turuncu,"[""L"", ""M"", ""XL"", ""XXL""]","[""fermuarl\u0131 cep"", ""hafif""]",3.3,491,True
417,Under Armour Ultra Spor Lite,Under Armour,Spor Tişört,"Under Armour Ultra Spor Lite, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, antimikrobiyal, elastik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",920.0,920.0,130,erkek,4 mevsim,Sarı,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""hafif"", ""antimikrobiyal"", ""elastik"", ""nem emici""]",4.3,119,True
418,Reebok Air Spor V2,Reebok,Spor Tişört,"Reebok Air Spor V2, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nem emici, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",320.0,320.0,164,kadın,4 mevsim,Gri,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""nem emici"", ""h\u0131zl\u0131 kuruyan""]",3.1,472,True
419,Columbia Air Spor Plus,Columbia,Spor Ayakkabı,"Columbia Air Spor Plus, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, hafif, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2020.0,2020.0,170,erkek,kışlık,Kırmızı,"[""36"", ""37"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""terletmeyen"", ""hafif"", ""kaymaz taban"", ""su ge\u00e7irmez""]",5.0,410,True
420,Nike Comfort Spor V2,Nike,Spor Tişört,"Nike Comfort Spor V2, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, nem emici, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",220.0,220.0,79,erkek,yazlık,Mor,"[""L"", ""S"", ""XL"", ""XXL""]","[""h\u0131zl\u0131 kuruyan"", ""nem emici"", ""hafif""]",3.3,101,True
421,Salomon Elite Spor Lite,Salomon,Spor Şort,"Salomon Elite Spor Lite, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, hafif, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",220.0,220.0,129,kadın,yazlık,Yeşil,"[""L"", ""S"", ""XS"", ""XXL""]","[""h\u0131zl\u0131 kuruyan"", ""hafif"", ""esnek bel""]",4.2,221,True
422,Asics Speed Spor Max,Asics,Spor Ayakkabı,"Asics Speed Spor Max, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: su geçirmez, amortisörlü, yüksek taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1210.0,1210.0,123,kadın,kışlık,Turuncu,"[""36"", ""37"", ""38"", ""39"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""su ge\u00e7irmez"", ""amortis\u00f6rl\u00fc"", ""y\u00fcksek taban""]",3.1,69,True
423,Reebok Comfort Koşu 3.0,Reebok,Koşu Ayakkabısı,"Reebok Comfort Koşu 3.0, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, hafif, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",4690.0,6590.0,65,erkek,yazlık,Yeşil,"[""36"", ""37"", ""38"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""nefes alan"", ""hafif"", ""amortis\u00f6rl\u00fc"", ""yast\u0131kl\u0131 taban"", ""karbon plaka""]",4.5,384,True
424,New Balance Ultra Koşu Plus,New Balance,Koşu Ayakkabısı,"New Balance Ultra Koşu Plus, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1670.0,1670.0,174,unisex,yazlık,Lacivert,"[""36"", ""38"", ""39"", ""40"", ""42"", ""43"", ""44"", ""45""]","[""y\u00fcksek ko\u015fu verimi"", ""hafif""]",3.3,126,True
425,Columbia Ultra Spor Plus,Columbia,Spor Ayakkabı,"Columbia Ultra Spor Plus, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, su geçirmez, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2410.0,2410.0,78,unisex,kışlık,Mor,"[""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""nefes alan"", ""su ge\u00e7irmez"", ""kaymaz taban""]",4.5,385,True
426,Nike Ultra Spor Boost,Nike,Spor Şort,"Nike Ultra Spor Boost, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, dar kesim, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",610.0,760.0,180,unisex,yazlık,Gri,"[""L"", ""M"", ""XL"", ""XS""]","[""esnek bel"", ""dar kesim"", ""geni\u015f kesim"", ""h\u0131zl\u0131 kuruyan"", ""fermuarl\u0131 cep""]",3.3,249,True
427,Puma Ultra Spor X,Puma,Spor Tişört,"Puma Ultra Spor X, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, hızlı kuruyan, UV korumalı. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",240.0,240.0,20,kadın,4 mevsim,Sarı,"[""M"", ""XL"", ""XS"", ""XXL""]","[""hafif"", ""h\u0131zl\u0131 kuruyan"", ""UV korumal\u0131""]",3.6,193,True
428,Skechers Elite Spor Lite,Skechers,Spor Tişört,"Skechers Elite Spor Lite, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nem emici, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",820.0,970.0,1,erkek,4 mevsim,Sarı,"[""L"", ""M"", ""S"", ""XL"", ""XXL""]","[""nem emici"", ""hafif""]",3.8,266,True
429,Under Armour Comfort Spor 3.0,Under Armour,Spor Şort,"Under Armour Comfort Spor 3.0, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, hızlı kuruyan, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",660.0,960.0,102,kadın,yazlık,Mavi,"[""M"", ""XL"", ""XS"", ""XXL""]","[""fermuarl\u0131 cep"", ""h\u0131zl\u0131 kuruyan"", ""hafif"", ""dar kesim""]",4.5,454,True
430,New Balance Pro Spor Plus,New Balance,Spor Şort,"New Balance Pro Spor Plus, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, hafif, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",710.0,710.0,188,unisex,yazlık,Mavi,"[""L"", ""M"", ""XL"", ""XXL""]","[""geni\u015f kesim"", ""hafif"", ""fermuarl\u0131 cep"", ""esnek bel"", ""dar kesim""]",3.7,227,True
431,Under Armour Elite Spor Plus,Under Armour,Spor Ayakkabı,"Under Armour Elite Spor Plus, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3080.0,3080.0,200,erkek,4 mevsim,Lacivert,"[""37"", ""38"", ""43"", ""45""]","[""nefes alan"", ""su ge\u00e7irmez""]",4.7,258,True
432,Puma Elite Koşu X,Puma,Koşu Ayakkabısı,"Puma Elite Koşu X, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş burun, amortisörlü, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",970.0,970.0,7,unisex,yazlık,Beyaz,"[""38"", ""39"", ""40"", ""41"", ""42"", ""43""]","[""geni\u015f burun"", ""amortis\u00f6rl\u00fc"", ""karbon plaka"", ""y\u00fcksek ko\u015fu verimi"", ""yast\u0131kl\u0131 taban""]",3.3,475,True
433,Puma Speed Spor Lite,Puma,Spor Ayakkabı,"Puma Speed Spor Lite, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, nefes alan, kaymaz taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2360.0,2360.0,183,unisex,4 mevsim,Beyaz,"[""36"", ""37"", ""38"", ""39"", ""41"", ""42"", ""44""]","[""hafif"", ""nefes alan"", ""kaymaz taban"", ""su ge\u00e7irmez"", ""amortis\u00f6rl\u00fc""]",4.5,371,True
434,Adidas Profesyonel Spor 3.0,Adidas,Spor Ayakkabı,"Adidas Profesyonel Spor 3.0, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, ortopedik, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2150.0,2420.0,137,kadın,yazlık,Yeşil,"[""37"", ""38"", ""40"", ""41"", ""42"", ""44"", ""45""]","[""hafif"", ""ortopedik"", ""su ge\u00e7irmez""]",3.4,198,True
435,Reebok Profesyonel Spor Max,Reebok,Spor Ayakkabı,"Reebok Profesyonel Spor Max, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, hafif, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2220.0,3030.0,179,kadın,4 mevsim,Lacivert,"[""37"", ""40"", ""41"", ""42"", ""43"", ""44""]","[""kaymaz taban"", ""hafif"", ""su ge\u00e7irmez"", ""nefes alan"", ""y\u00fcksek taban""]",3.1,163,True
436,New Balance Elite Koşu 3.0,New Balance,Koşu Ayakkabısı,"New Balance Elite Koşu 3.0, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yastıklı taban, hafif, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",4650.0,4650.0,124,unisex,yazlık,Siyah,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""yast\u0131kl\u0131 taban"", ""hafif"", ""karbon plaka"", ""amortis\u00f6rl\u00fc"", ""geni\u015f burun""]",4.5,153,True
437,Asics Comfort Spor V2,Asics,Spor Şort,"Asics Comfort Spor V2, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, fermuarlı cep, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",500.0,500.0,123,kadın,yazlık,Lacivert,"[""S"", ""XL"", ""XS"", ""XXL""]","[""esnek bel"", ""fermuarl\u0131 cep"", ""h\u0131zl\u0131 kuruyan"", ""hafif"", ""dar kesim""]",3.6,74,True
438,Puma Elite Spor Plus,Puma,Spor Ayakkabı,"Puma Elite Spor Plus, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, amortisörlü, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",670.0,670.0,86,erkek,kışlık,Siyah,"[""36"", ""37"", ""39"", ""42"", ""43""]","[""terletmeyen"", ""amortis\u00f6rl\u00fc"", ""su ge\u00e7irmez""]",4.2,496,True
439,Skechers Pro Koşu Lite,Skechers,Koşu Ayakkabısı,"Skechers Pro Koşu Lite, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş burun, yüksek koşu verimi, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1740.0,1740.0,94,kadın,yazlık,Yeşil,"[""36"", ""37"", ""39"", ""43""]","[""geni\u015f burun"", ""y\u00fcksek ko\u015fu verimi"", ""nefes alan""]",3.0,59,True
440,Asics Comfort Koşu Lite,Asics,Koşu Ayakkabısı,"Asics Comfort Koşu Lite, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",5000.0,5000.0,76,kadın,yazlık,Turuncu,"[""36"", ""37"", ""38"", ""39"", ""41"", ""44""]","[""y\u00fcksek ko\u015fu verimi"", ""amortis\u00f6rl\u00fc""]",4.1,50,True
441,Columbia Air Koşu Max,Columbia,Koşu Ayakkabısı,"Columbia Air Koşu Max, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yastıklı taban, amortisörlü, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3630.0,4640.0,80,erkek,yazlık,Sarı,"[""36"", ""37"", ""38"", ""39"", ""40"", ""42"", ""44"", ""45""]","[""yast\u0131kl\u0131 taban"", ""amortis\u00f6rl\u00fc"", ""geni\u015f burun"", ""y\u00fcksek ko\u015fu verimi"", ""nefes alan""]",3.2,65,True
442,Under Armour Speed Spor V2,Under Armour,Spor Şort,"Under Armour Speed Spor V2, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, esnek bel, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",410.0,410.0,177,unisex,yazlık,Mor,"[""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""dar kesim"", ""esnek bel"", ""fermuarl\u0131 cep"", ""hafif"", ""geni\u015f kesim""]",3.6,466,True
443,New Balance Profesyonel Spor V2,New Balance,Spor Ayakkabı,"New Balance Profesyonel Spor V2, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, nefes alan, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",990.0,990.0,32,unisex,yazlık,Mor,"[""39"", ""40"", ""44"", ""45""]","[""ortopedik"", ""nefes alan"", ""hafif""]",4.5,216,True
444,Reebok Elite Spor X,Reebok,Spor Tişört,"Reebok Elite Spor X, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, elastik, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1000.0,1000.0,49,unisex,yazlık,Gri,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""antimikrobiyal"", ""elastik"", ""h\u0131zl\u0131 kuruyan"", ""reflektif bant""]",4.4,288,True
445,Reebok Profesyonel Koşu Max,Reebok,Koşu Ayakkabısı,"Reebok Profesyonel Koşu Max, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yastıklı taban, hafif, yüksek koşu verimi. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2330.0,2330.0,22,unisex,yazlık,Mor,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""yast\u0131kl\u0131 taban"", ""hafif"", ""y\u00fcksek ko\u015fu verimi""]",3.7,170,True
446,Puma Speed Spor Lite,Puma,Spor Ayakkabı,"Puma Speed Spor Lite, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, terletmeyen, ortopedik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2060.0,2060.0,12,unisex,4 mevsim,Gri,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""amortis\u00f6rl\u00fc"", ""terletmeyen"", ""ortopedik"", ""su ge\u00e7irmez""]",3.3,484,True
447,Columbia Comfort Spor V2,Columbia,Spor Ayakkabı,"Columbia Comfort Spor V2, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: su geçirmez, yüksek taban, ortopedik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3240.0,3240.0,94,kadın,4 mevsim,Siyah,"[""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""su ge\u00e7irmez"", ""y\u00fcksek taban"", ""ortopedik""]",4.4,127,True
448,Reebok Speed Spor Lite,Reebok,Spor Şort,"Reebok Speed Spor Lite, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, esnek bel, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",540.0,650.0,23,kadın,yazlık,Beyaz,"[""L"", ""M"", ""XS"", ""XXL""]","[""h\u0131zl\u0131 kuruyan"", ""esnek bel"", ""dar kesim""]",3.3,29,True
449,Columbia Comfort Koşu V2,Columbia,Koşu Ayakkabısı,"Columbia Comfort Koşu V2, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, amortisörlü, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",4600.0,4600.0,182,unisex,yazlık,Kırmızı,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44""]","[""nefes alan"", ""amortis\u00f6rl\u00fc"", ""geni\u015f burun"", ""yast\u0131kl\u0131 taban"", ""karbon plaka""]",3.8,273,True
